date,Lago Garda
2021-06-01,0.0
2021-06-02,0.0
2021-06-03,0.0
2021-06-04,0.0
2021-06-05,0.0
2021-06-06,0.0
2021-06-07,0.0
2021-06-08,0.0
2021-06-09,0.0
2021-06-10,0.0
2021-06-11,0.0
2021-06-12,0.0
2021-06-13,0.0
2021-06-14,0.0
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,0.0
2021-06-19,0.0
2021-06-20,0.0
2021-06-21,0.0
2021-06-22,0.0
2021-06-23,0.0
2021-06-24,0.0
2021-06-25,0.0
2021-06-26,0.0
2021-06-27,0.0
2021-06-28,0.0
2021-06-29,1.6879019054003577
2021-06-30,2.797374560996091
2021-07-01,3.9106800330607174
2021-07-02,3.7975819971568208
2021-07-03,2.8481149656677744
2021-07-04,2.1360459891568473
2021-07-05,1.6020118603732816
2021-07-06,1.2014961653790972
2021-07-07,0.9011149635978507
2021-07-08,0.6758321950088809
2021-07-09,0.506871880704941
2021-07-10,0.38015263616583145
2021-07-11,0.285113760299462
2021-07-12,0.2138349170123578
2021-07-13,0.16037596095313247
2021-07-14,0.12028184313671367
2021-07-15,0.09021131058996713
2021-07-16,0.06765844257608698
2021-07-17,0.05074380922599549
2021-07-18,0.03805784414734238
2021-07-19,0.028543375926174248
2021-07-20,0.021407527903445415
2021-07-21,0.016055643654418094
2021-07-22,0.01204173146215803
2021-07-23,0.009031297877374916
2021-07-24,0.006773473003456714
2021-07-25,0.005080104525019419
2021-07-26,0.0038100782657546958
2021-07-27,0.0028575586273104753
2021-07-28,0.002143168929979738
2021-07-29,0.0016073766747018003
2021-07-30,0.0012055324932109112
2021-07-31,0.000904149362699499
2021-08-01,0.0006781120179697394
2021-08-02,0.0005085840111964319
2021-08-03,0.000381438007114333
2021-08-04,0.0002860785046140674
2021-08-05,0.0002145588780546042
2021-08-06,0.00016091915831260834
2021-08-07,0.0001206893686060123
2021-08-08,9.05170263822595e-05
2021-08-09,6.788776974605415e-05
2021-08-10,5.0915827286680346e-05
2021-08-11,3.818687045215136e-05
2021-08-12,2.864015283188039e-05
2021-08-13,2.1480114619841658e-05
2021-08-14,1.6110085962592635e-05
2021-08-15,1.2082564470657133e-05
2021-08-16,9.06192335226872e-06
2021-08-17,6.796442513794218e-06
2021-08-18,5.097331885116545e-06
2021-08-19,3.822998913708529e-06
2021-08-20,2.8672491852089023e-06
2021-08-21,2.1504368888658982e-06
2021-08-22,1.612827666626486e-06
2021-08-23,1.209620749956962e-06
2021-08-24,1.135417573909479
2021-08-25,0.8932298470944166
2021-08-26,0.7324223853186416
2021-08-27,0.6326501223213044
2021-08-28,0.526570925073506
2021-08-29,0.43659486047128376
2021-08-30,0.3795294786865524
2021-08-31,2.4246471090214663
2021-09-01,2.7455686651002043
2021-09-02,2.902926498825437
2021-09-03,2.666778207452092
2021-09-04,2.000083655588393
2021-09-05,1.5000627416909145
2021-09-06,1.125047056267972
2021-09-07,0.8437852922008586
2021-09-08,0.6328389691505762
2021-09-09,0.4746292268628941
2021-09-10,1.0955552534806159
2021-09-11,3.561249773444129
2021-09-12,4.327187330083174
2021-09-13,3.8495571642290103
2021-09-14,2.8871678731717028
2021-09-15,2.165375904878746
2021-09-16,1.6240319286590421
2021-09-17,1.676357279827616
2021-09-18,2.5593512932040614
2021-09-19,2.5028468032363786
2021-09-20,3.3146351024272924
2021-09-21,2.485976326820463
2021-09-22,1.8644822451153436
2021-09-23,1.3983616838365056
2021-09-24,1.048771262877378
2021-09-25,0.7865784471580328
2021-09-26,0.5899338353685242
2021-09-27,0.44245037652639296
2021-09-28,0.3318377823947946
2021-09-29,0.2488783367960959
2021-09-30,0.1866587525970719
2021-10-01,0.1399940644478039
2021-10-02,0.10499554833585292
2021-10-03,0.07874666125188969
2021-10-04,0.05905999593891726
2021-10-05,0.04429499695418794
2021-10-06,0.03322124771564095
2021-10-07,0.024915935786730712
2021-10-08,0.01868695184004803
2021-10-09,0.014015213880036024
2021-10-10,0.010511410410027016
2021-10-11,0.007883557807520262
2021-10-12,0.005912668355640196
2021-10-13,0.004434501266730147
2021-10-14,0.0033258759500476103
2021-10-15,0.0024944069625357076
2021-10-16,0.0018708052219017805
2021-10-17,0.0014031039164263352
2021-10-18,0.0010523279373197514
2021-10-19,0.6362059126196565
2021-10-20,1.1542377677980757
2021-10-21,1.0323449925152235
2021-10-22,1.1909254110530842
2021-10-23,1.87236072495648
2021-10-24,1.7063538770506932
2021-10-25,2.425598741121353
2021-10-26,2.3091990558410145
2021-10-27,2.7527326252140942
2021-10-28,4.189549468910571
2021-10-29,4.110912101682929
2021-10-30,5.239434076262197
2021-10-31,4.648325557196647
2021-11-01,3.8820775012308184
2021-11-02,2.9115581259231136
2021-11-03,2.183668594442335
2021-11-04,1.637751445831751
2021-11-05,1.228313584373813
2021-11-06,0.9212351882803598
2021-11-07,0.6909263912102698
2021-11-08,0.5181947934077022
2021-11-09,2.5344794283891106
2021-11-10,3.6612762379585
2021-11-11,2.975123845135541
2021-11-12,3.075092883851656
2021-11-13,2.8584029962220754
2021-11-14,2.60213558049989
2021-11-15,2.191185018708251
2021-11-16,1.6433887640311882
2021-11-17,1.232541573023391
2021-11-18,0.9244061797675432
2021-11-19,0.8078879681589908
2021-11-20,1.2100826427859097
2021-11-21,2.6783953154227658
2021-11-22,3.3837964865670744
2021-11-23,2.5378473649253057
2021-11-24,1.9033855236939792
2021-11-25,1.4275391427704842
2021-11-26,1.070654357077863
2021-11-27,0.8029907678083973
2021-11-28,0.6022430758562979
2021-11-29,0.4516823068922234
2021-11-30,1.172095063502501
2021-12-01,2.1915712976268757
2021-12-02,1.7374284732201568
2021-12-03,1.7405713549151176
2021-12-04,1.3054285161863382
2021-12-05,0.9790713871397535
2021-12-06,0.734303540354815
2021-12-07,0.5507276552661112
2021-12-08,0.4130457414495834
2021-12-09,0.3097843060871875
2021-12-10,0.2323382295653906
2021-12-11,0.17425367217404292
2021-12-12,0.13069025413053217
2021-12-13,0.09801769059789912
2021-12-14,0.8964299346150911
2021-12-15,0.8494057842946517
2021-12-16,0.7203876715543222
2021-12-17,1.2694574203324083
2021-12-18,2.9833430652493065
2021-12-19,3.64375729893698
2021-12-20,2.8682346408694013
2021-12-21,2.4111759806520507
2021-12-22,2.5062986521557047
2021-12-23,3.192223989116779
2021-12-24,2.7587513251709175
2021-12-25,3.204480160544855
2021-12-26,3.7887767870753084
2021-12-27,3.331165923639815
2021-12-28,2.498374442729861
2021-12-29,1.8737808320473957
2021-12-30,1.4053356240355466
2021-12-31,1.0540017180266599
2022-01-01,0.7905012885199949
2022-01-02,0.5928759663899961
2022-01-03,0.44465697479249705
2022-01-04,0.6980760644277061
2022-01-05,0.9923070483207796
2022-01-06,2.0358969529072515
2022-01-07,1.8602560480137718
2022-01-08,2.416025369343662
2022-01-09,2.166185693674413
2022-01-10,1.957972603589143
2022-01-11,1.468479452691857
2022-01-12,1.1013595895188926
2022-01-13,0.8260196921391694
2022-01-14,0.619514769104377
2022-01-15,0.46463607682828273
2022-01-16,0.348477057621212
2022-01-17,0.26135779321590896
2022-01-18,0.3314350115785984
2022-01-19,0.44649292535061547
2022-01-20,0.8765363606796284
2022-01-21,1.7094856038430548
2022-01-22,1.5008642028822912
2022-01-23,2.083981485495052
2022-01-24,2.5109027807879554
2022-01-25,1.8831770855909664
2022-01-26,1.4123828141932246
2022-01-27,1.0592871106449184
2022-01-28,0.8986319996503555
2022-01-29,1.5698073330711002
2022-01-30,1.500272166469992
2022-01-31,2.9272874581858273
2022-02-01,2.6454655936393703
2022-02-02,1.9840991952295275
2022-02-03,1.4880743964221455
2022-02-04,1.2514724639832757
2022-02-05,2.782354347987457
2022-02-06,3.0138490943239264
2022-02-07,2.6145534874096112
2022-02-08,2.5409151155572083
2022-02-09,1.905686336667906
2022-02-10,1.4292647525009292
2022-02-11,1.3219485643756967
2022-02-12,2.637294756615106
2022-02-13,4.54047106746133
2022-02-14,4.124103300595997
2022-02-15,3.563077475446997
2022-02-16,4.432724773251914
2022-02-17,3.9078769132722693
2022-02-18,3.0663243516208687
2022-02-19,2.2997432637156514
2022-02-20,1.7248074477867386
2022-02-21,1.2936055858400537
2022-02-22,0.9702041893800402
2022-02-23,0.7276531420350301
2022-02-24,0.5457398565262725
2022-02-25,0.4093048923947044
2022-02-26,0.3069786692960283
2022-02-27,0.2302340019720212
2022-02-28,0.1726755014790159
2022-03-01,0.12950662610926192
2022-03-02,0.09712996958194643
2022-03-03,0.07284747718645981
2022-03-04,0.8046356078898451
2022-03-05,1.259726705917384
2022-03-06,1.9343783627713715
2022-03-07,2.9820337720785286
2022-03-08,3.016525329058897
2022-03-09,4.876977330127507
2022-03-10,5.178566330928963
2022-03-11,5.227674748196722
2022-03-12,3.920756061147541
2022-03-13,2.9405670458606554
2022-03-14,2.2054252843954916
2022-03-15,1.6540689632966186
2022-03-16,1.2405517224724638
2022-03-17,0.9304137918543478
2022-03-18,1.0936436772240943
2022-03-19,1.0493994245847373
2022-03-20,2.7870495684385532
2022-03-21,2.5902871763289146
2022-03-22,3.3627153822466864
2022-03-23,3.4803698700183485
2022-03-24,4.349860735847095
2022-03-25,4.106145551885321
2022-03-26,3.079609163913991
2022-03-27,2.309706872935493
2022-03-28,1.7322801547016198
2022-03-29,2.609210116026215
2022-03-30,2.7798242536863276
2022-03-31,3.553618190264746
2022-04-01,2.9047969760318924
2022-04-02,3.4390143986905866
2022-04-03,4.037594132351273
2022-04-04,3.6636122659301216
2022-04-05,2.747709199447591
2022-04-06,2.060781899585693
2022-04-07,1.5455864246892697
2022-04-08,1.159189818516952
2022-04-09,0.869392363887714
2022-04-10,0.6520442729157855
2022-04-11,0.4890332046868391
2022-04-12,2.0021915701817963
2022-04-13,2.4912270109696806
2022-04-14,2.5246702582272604
2022-04-15,2.497669360337112
2022-04-16,2.6545020202528335
2022-04-17,3.6887931818562922
2022-04-18,6.54784488639222
2022-04-19,6.390883664794165
2022-04-20,4.793162748595623
2022-04-21,3.5948720614467176
2022-04-22,2.914904046085038
2022-04-23,3.3320113678971124
2022-04-24,5.311508525922835
2022-04-25,5.035714727775459
2022-04-26,3.776786045831594
2022-04-27,2.832589534373695
2022-04-28,2.124442150780271
2022-04-29,2.2183316130852035
2022-04-30,3.6949987098139028
2022-05-01,5.083749032360427
2022-05-02,4.896145107603654
2022-05-03,3.96210883070274
2022-05-04,3.1903316230270553
2022-05-05,4.090665383936958
2022-05-06,3.120082371286052
2022-05-07,2.340061778464539
2022-05-08,1.7550463338484041
2022-05-09,1.3162847503863029
2022-05-10,0.987213562789727
2022-05-11,0.7404101720922952
2022-05-12,0.5553076290692214
2022-05-13,0.41648072180191603
2022-05-14,0.312360541351437
2022-05-15,0.23427040601357774
2022-05-16,0.17570280451018327
2022-05-17,0.13177710338263746
2022-05-18,0.09883282753697809
2022-05-19,0.07412462065273355
2022-05-20,0.42017679882288356
2022-05-21,2.023465932450496
2022-05-22,2.611349449337872
2022-05-23,4.062678753670071
2022-05-24,3.047009065252553
2022-05-25,2.2852567989394146
2022-05-26,1.713942599204561
2022-05-27,1.9937902827367542
2022-05-28,2.547426045385899
2022-05-29,4.952236200706091
2022-05-30,6.078760483862903
2022-05-31,5.029070362897176
2022-06-01,4.959302772172882
2022-06-02,6.396560412462996
2022-06-03,5.641170309347246
2022-06-04,5.116294398677101
2022-06-05,5.0351374656744925
2022-06-06,4.338853099255869
2022-06-07,4.804139824441902
2022-06-08,6.571854868331426
2022-06-09,5.960141151248569
2022-06-10,5.907605863436427
2022-06-11,4.43070439757732
2022-06-12,3.3230282981829897
2022-06-13,2.492271223637242
2022-06-14,1.8692034177279315
2022-06-15,1.4019025632959485
2022-06-16,1.0514269224719612
2022-06-17,1.1219035251873042
2022-06-18,1.758094310557145
2022-06-19,2.8498207329178586
2022-06-20,2.7831988830217274
2022-06-21,2.5073991622662954
2022-06-22,1.8805493716997215
2022-06-23,1.410412028774791
2022-06-24,1.3598923549144264
2022-06-25,1.6865859328524864
2022-06-26,2.5045227829726984
2022-06-27,4.045058753896191
2022-06-28,3.993794065422143
2022-06-29,3.6724288823999407
2022-06-30,3.6189049951332892
2022-07-01,3.276678746349967
2022-07-02,3.915842393095809
2022-07-03,6.009798461488524
2022-07-04,5.382348846116392
2022-07-05,4.036761634587294
2022-07-06,3.0275712259404703
2022-07-07,2.2706784194553524
2022-07-08,1.932175481258181
2022-07-09,2.7720482776103026
2022-07-10,2.6832028748743935
2022-07-11,3.7728188228224617
2022-07-12,5.639614117116847
2022-07-13,5.990127254504301
2022-07-14,6.01342877421156
2022-07-15,5.8017382473253365
2022-07-16,7.007553685494003
2022-07-17,6.859831930787169
2022-07-18,7.82195728142371
2022-07-19,5.866467961067782
2022-07-20,4.399850970800836
2022-07-21,3.299888228100627
2022-07-22,2.94366617107547
2022-07-23,4.770249628306603
2022-07-24,5.546437221229952
2022-07-25,5.378577915922463
2022-07-26,5.673933436941847
2022-07-27,6.547116744373053
2022-07-28,6.806170891613123
2022-07-29,6.9587948353765094
2022-07-30,5.219096126532381
2022-07-31,3.9143220948992856
2022-08-01,2.935741571174464
2022-08-02,2.761806178380848
2022-08-03,3.738021300452303
2022-08-04,3.7618493086725606
2022-08-05,3.738053648171087
2022-08-06,3.272290236128315
2022-08-07,3.3188010104295698
2022-08-08,4.280767424488844
2022-08-09,3.670575568366633
2022-08-10,2.752931676274974
2022-08-11,2.0646987572062305
2022-08-12,1.9235240679046728
2022-08-13,4.046809717595171
2022-08-14,5.889273954863045
2022-08-15,6.479455466147284
2022-08-16,7.099591599610464
2022-08-17,7.741360366374515
2022-08-18,7.389353608114219
2022-08-19,6.792015206085664
2022-08-20,6.198178071230916
2022-08-21,5.877800220089854
2022-08-22,5.3875168317340565
2022-08-23,4.040637623800542
2022-08-24,3.0304782178504066
2022-08-25,2.2728586633878045
2022-08-26,1.7046439975408534
2022-08-27,1.2784829981556398
2022-08-28,0.9588622486167298
2022-08-29,0.7191466864625472
2022-08-30,0.5393600148469103
2022-08-31,0.4045200111351827
2022-09-01,0.303390008351387
2022-09-02,0.22754250626354025
2022-09-03,0.17065687969765517
2022-09-04,0.12799265977324137
2022-09-05,0.09599449482993103
2022-09-06,1.9261625377891154
2022-09-07,2.517538570008503
2022-09-08,3.7944039275063774
2022-09-09,4.210386278963116
2022-09-10,4.064039709222337
2022-09-11,3.954279781916753
2022-09-12,3.444876503104231
2022-09-13,3.253657377328173
2022-09-14,2.773576366329463
2022-09-15,2.371848941413764
2022-09-16,2.768470039393656
2022-09-17,3.4409358628785753
2022-09-18,3.341118563825598
2022-09-19,4.464172256202532
2022-09-20,3.3481291921518985
2022-09-21,2.5110968941139236
2022-09-22,1.8833226705854424
2022-09-23,1.4124920029390817
2022-09-24,1.0593690022043112
2022-09-25,0.7945267516532334
2022-09-26,0.595895063739925
2022-09-27,1.634421297804944
2022-09-28,1.5278993066870412
2022-09-29,2.3125911466819478
2022-09-30,1.911526693344794
2022-10-01,2.1523950200085955
2022-10-02,3.333046265006447
2022-10-03,3.9268680320881684
2022-10-04,3.0851510240661266
2022-10-05,4.0430299347162615
2022-10-06,3.6156057843705294
2022-10-07,3.3262876716112304
2022-10-08,2.828049087041756
2022-10-09,2.6418701486146503
2022-10-10,3.502235944794321
2022-10-11,3.916676958595741
2022-10-12,3.0625077189468057
2022-10-13,2.5260474558767707
2022-10-14,2.082035591907578
2022-10-15,3.4886100272640173
2022-10-16,3.0643741871146797
2022-10-17,2.5795306403360097
2022-10-18,2.8246479802520073
2022-10-19,2.962235985189005
2022-10-20,4.075843655558421
2022-10-21,3.327716075002149
2022-10-22,3.0999537229182783
2022-10-23,2.6062152921887085
2022-10-24,2.4442448024748646
2022-10-25,2.2231836018561486
2022-10-26,1.8653043680587782
2022-10-27,1.8364782760440836
2022-10-28,2.491942040366396
2022-10-29,3.4627065302747972
2022-10-30,3.930363231039431
2022-10-31,4.593605756612907
2022-11-01,4.95520431745968
2022-11-02,4.1851532380947605
2022-11-03,4.42011492857107
2022-11-04,4.658836196428302
2022-11-05,4.973293813987893
2022-11-06,6.188303693824254
2022-11-07,6.276644437034858
2022-11-08,4.927483327776143
2022-11-09,4.862279162498774
2022-11-10,3.89670937187408
2022-11-11,4.89128202890556
2022-11-12,4.44971152167917
2022-11-13,4.597700307926044
2022-11-14,3.9066085642778665
2022-11-15,3.0899564232084002
2022-11-16,2.8174673174063
2022-11-17,2.1651838213880583
2022-11-18,1.8113878660410436
2022-11-19,2.8168742328641163
2022-11-20,2.3105723413147534
2022-11-21,2.639179255986065
2022-11-22,2.8293844419895486
2022-11-23,3.4762049981588286
2022-11-24,4.336320415285789
2022-11-25,4.148073644797675
2022-11-26,4.111055233598257
2022-11-27,4.135374758532025
2022-11-28,3.7681977355656855
2022-11-29,10.266148301674265
2022-11-30,15.272527892922367
2022-12-01,18.204395919691773
