date,Mare
2021-06-01,16.208333333333332
2021-06-02,17.755952380952383
2021-06-03,18.76238738738739
2021-06-04,19.611190476190476
2021-06-05,18.20897353819889
2021-06-06,19.539340164340164
2021-06-07,19.852565682890752
2021-06-08,19.771287240356084
2021-06-09,19.49523838885429
2021-06-10,19.31988750012211
2021-06-11,19.051496772883578
2021-06-12,20.866963268808863
2021-06-13,23.08841472707054
2021-06-14,23.649220113185077
2021-06-15,22.673881181098174
2021-06-16,23.482262969708692
2021-06-17,23.098395045845955
2021-06-18,22.916520930846925
2021-06-19,23.073470994020735
2021-06-20,23.650683709369773
2021-06-21,23.143055434392718
2021-06-22,20.3923849112428
2021-06-23,18.45836791572017
2021-06-24,17.008988308601147
2021-06-25,16.193627637111486
2021-06-26,15.540685535686707
2021-06-27,17.072829383648433
2021-06-28,16.58571738977541
2021-06-29,15.609055489900266
2021-06-30,14.779560151080473
2021-07-01,13.782453230898573
2021-07-02,12.513795816792609
2021-07-03,9.385111149621357
2021-07-04,7.038700779495972
2021-07-05,5.278951009300212
2021-07-06,9.819357568237116
2021-07-07,16.895936866482707
2021-07-08,21.04702686459995
2021-07-09,23.316550579994654
2021-07-10,28.27912950826027
2021-07-11,31.605205551253775
2021-07-12,31.84973888005693
2021-07-13,23.887270378299732
2021-07-14,17.91543378154141
2021-07-15,13.43656464744774
2021-07-16,13.98367446483365
2021-07-17,19.175262817772296
2021-07-18,23.56895153686891
2021-07-19,26.31213239068198
2021-07-20,19.734095567726776
2021-07-27,14.800569580323124
2021-07-28,11.100426006539658
2021-07-29,8.325318841884606
2021-07-30,8.775239212033656
2021-07-31,12.571013252475623
2021-08-01,14.553260139153501
2021-08-02,15.602445183678075
2021-08-03,12.421833707430253
2021-08-04,9.31637514852212
2021-08-05,6.987281287113146
2021-08-06,8.74046100726859
2021-08-07,12.794929161517896
2021-08-08,17.960780273974425
2021-08-09,20.84558523459049
2021-08-10,22.164188935922084
2021-08-11,25.08147505183345
2021-08-12,26.467356294774795
2021-08-13,27.881767225596967
2021-08-14,29.880075423982813
2021-08-15,31.264223237139603
2021-08-16,30.229417426460877
2021-08-17,27.892063067484443
2021-08-18,25.627380632230814
2021-08-19,22.56428547243253
2021-08-20,18.92321410277264
2021-08-21,14.192410575567344
2021-08-22,10.644307930824931
2021-08-23,7.983230947640249
2021-08-24,5.987423210461059
2021-08-31,8.917650741475475
2021-09-01,11.32365472295577
2021-09-02,12.784407708966594
2021-09-03,13.171639115074802
2021-09-04,9.87872933620073
2021-09-05,7.409047002091276
2021-09-06,5.556785251535117
2021-09-07,4.1675889386325835
2021-09-08,3.1256917039638883
2021-09-09,2.3442687779669824
2021-09-10,4.758201583488985
2021-09-11,9.49573452097031
2021-09-12,12.444717557403846
2021-09-13,15.218954834726219
2021-09-14,11.414216126037807
2021-09-15,8.560662094524499
2021-09-16,6.4204965708912045
2021-09-17,8.659122428170106
2021-09-18,13.983925154463948
2021-09-19,15.64419386584867
2021-09-20,17.5143953993871
2021-09-21,37.385796549545105
2021-10-05,28.039347412157145
2021-10-06,21.02951055911691
2021-10-07,15.77213291933715
2021-10-08,12.933266356169312
2021-10-09,13.28328310046034
2021-10-10,14.097878992011957
2021-10-11,13.552575910675616
2021-10-12,11.264431933006655
2021-10-13,11.10457394975499
2021-10-14,9.380513795649552
2021-10-15,8.462468680070488
2021-10-16,8.628101510052867
2021-10-17,7.616909465872977
2021-10-18,6.702265432738062
2021-10-19,5.026699074553541
2021-10-26,5.7075243059151575
2021-10-27,5.957726562769702
2021-10-28,4.978711588743942
2021-10-29,4.400700358224623
2021-10-30,4.3838586020018
2021-10-31,4.621227284834684
2021-11-01,4.309670463626013
2021-11-02,3.232252847719509
2021-11-09,5.163772969122966
2021-11-10,5.247829726842224
2021-11-11,4.758788961798334
2021-11-12,4.371175054682084
2021-11-13,5.13254795767823
2021-11-14,5.172327634925339
2021-11-15,5.5979957261940045
2021-11-16,4.198496794645503
2021-11-23,4.409289262650794
2021-11-24,4.744466946988095
2021-11-25,5.495850210241071
2021-11-26,5.642720991014135
2021-11-27,6.992457409927269
2021-11-28,6.983926390778785
2021-11-29,6.623361459750756
2021-11-30,7.507521094813067
2021-12-01,7.484807487776467
2021-12-02,7.915688949165684
2021-12-03,6.97843337854093
2021-12-04,5.233825033905697
2021-12-05,3.9253687754292725
2021-12-06,2.944026581571954
2021-12-07,2.2080199361789656
2021-12-08,1.6560149521342242
2021-12-09,1.242011214100668
2021-12-10,2.5148417439088346
2021-12-11,7.1986313079316275
2021-12-12,9.044806814282055
2021-12-13,9.773188444044875
2021-12-14,8.309891333033656
2021-12-15,7.701168499775242
2021-12-16,7.119626374831431
2021-12-17,7.579303114456907
2021-12-18,6.746977335842681
2021-12-19,6.945649668548678
2021-12-20,6.240487251411509
2021-12-21,6.410365438558632
2021-12-22,7.005690745585641
2021-12-23,9.223018059189231
2021-12-24,10.167263544391924
2021-12-25,11.552530991627275
2021-12-26,10.893564910387122
2021-12-27,10.024340349457006
2021-12-28,9.748255262092753
2021-12-29,9.311191446569564
2021-12-30,9.441726918260507
2021-12-31,9.164628522028714
2022-01-01,9.998471391521536
2022-01-02,10.394686876974484
2022-01-03,9.452265157730862
2022-01-04,10.089198868298146
2022-01-18,9.618982484556943
2022-01-19,9.245486863417707
2022-01-20,10.267448480896613
2022-01-21,9.794336360672458
2022-01-22,10.710335603837677
2022-01-23,10.657751702878258
2022-01-24,11.118313777158692
2022-01-25,8.338735332869017
2022-02-01,6.254051499651763
2022-02-02,4.690538624738822
2022-02-03,3.517903968554116
2022-02-04,3.9300946430822536
2022-02-05,6.541320982311691
2022-02-06,8.458074070067102
2022-02-07,10.23938888588366
2022-02-08,7.679541664412744
2022-02-15,10.770072914976225
2022-02-16,12.223388019565505
2022-02-17,14.427957681340796
2022-02-18,13.581384927672264
2022-02-19,10.186038695754197
2022-02-20,7.6395290218156475
2022-02-21,5.729646766361735
2022-02-22,4.297235074771301
2022-03-01,3.2229263060784756
2022-03-02,2.4171947295588563
2022-03-03,1.8128960471691422
2022-03-04,2.5159220353768568
2022-03-05,6.61610819319931
2022-03-06,7.837081144899483
2022-03-07,9.367394192007946
2022-03-08,7.02554564400596
2022-03-15,5.269159233004469
2022-03-16,3.9518694247533515
2022-03-17,2.9639020685650133
2022-03-18,3.16042655142376
2022-03-19,4.797403246901154
2022-03-20,7.4626357685092
2022-03-21,8.701143493048567
2022-03-22,9.885857619786425
2022-03-23,12.966476548173153
2022-03-24,13.9019407444632
2022-03-25,12.905622225014067
2022-03-26,9.67921666876055
2022-03-27,7.259412501570412
2022-03-28,5.444559376177808
2022-03-29,4.083419532133355
2022-04-05,4.885481315766683
2022-04-06,7.039110986825014
2022-04-07,7.716833240118761
2022-04-08,8.298041596755738
2022-04-09,8.70269786423347
2022-04-10,9.235356731508436
2022-04-11,10.989017548631326
2022-04-12,11.981763161473493
2022-04-13,11.850905704438453
2022-04-14,12.815262611662176
2022-04-15,13.3718636254133
2022-04-16,15.164314385726641
2022-04-17,17.10240245596165
2022-04-18,17.368468508637903
2022-04-19,13.026351381478428
2022-04-20,9.769763536108819
2022-04-21,7.327322652081614
2022-04-22,7.818408655727877
2022-04-23,11.332556491795907
2022-04-24,13.905667368846931
2022-04-25,16.679250526635197
2022-04-26,13.729437894976398
2022-04-27,10.297078421232298
2022-04-28,7.722808815924223
2022-04-29,8.2191899452765
2022-04-30,13.081059125624044
2022-05-01,16.706627677551367
2022-05-02,18.488304091496857
2022-05-03,17.236228068622644
2022-05-04,15.135504384800317
2022-05-05,14.757878288600239
2022-05-06,12.110075383116845
2022-05-07,9.082556537337632
2022-05-08,6.811917403003224
2022-05-09,5.108938052252418
2022-05-10,11.111703539189314
2022-05-11,17.656694321058655
2022-05-12,21.815437407460657
2022-05-13,19.48657805559549
2022-05-14,14.614933541696617
2022-05-15,10.961200156272461
2022-05-16,8.220900117204346
2022-05-17,6.165675087903259
2022-05-18,4.624256315927444
2022-05-19,3.468192236945583
2022-05-20,5.9865608443758545
2022-05-21,12.739920633281894
2022-05-22,20.002857141628088
2022-05-23,21.3979761895544
2022-05-24,16.0484821421658
2022-06-07,16.588444939957682
2022-06-08,17.41008370496826
2022-06-09,19.44297944539286
2022-06-10,17.405151250711313
2022-06-11,13.053863438033485
2022-06-12,9.790397578525113
2022-06-13,7.3427981838938345
2022-06-14,5.507098637920375
2022-06-21,4.5574073117736145
2022-06-22,3.418055483830211
2022-06-23,2.563541612872658
2022-06-24,6.422656209654495
2022-06-25,16.01490882390754
2022-06-26,24.365348284597324
2022-06-27,26.534427880114663
2022-06-28,24.610820910085998
2022-06-29,22.76019901589783
2022-06-30,21.66389926192337
2022-07-01,21.914591113109193
2022-07-02,23.435943334831894
2022-07-03,24.67070750112392
2022-07-04,24.10719729250961
2022-07-05,18.970397969382205
2022-07-06,14.227798477036654
2022-07-07,10.67084885777749
2022-07-08,11.826053309999782
2022-07-09,17.73412331583317
2022-07-10,22.41517582020821
2022-07-11,25.623881865156157
2022-07-12,22.877911398867116
2022-07-13,19.887600215817002
2022-07-14,18.55111682852942
2022-07-15,18.132087621397066
2022-07-16,17.6303157160478
2022-07-17,17.36857012036918
2022-07-18,16.693094256943553
2022-07-19,17.019820692707665
2022-07-26,20.056532186197416
2022-07-27,23.261149139648058
2022-07-28,24.195861854736044
2022-07-29,22.886479724385364
2022-07-30,17.164859793289022
2022-07-31,12.873644844966766
2022-08-01,9.655233633725073
2022-08-02,14.351425225293806
2022-08-03,17.638568918970353
2022-08-04,20.197676689227766
2022-08-05,23.93992418358749
2022-08-06,25.79869313769062
2022-08-07,26.734436519934633
2022-08-08,29.31124405661764
2022-08-09,21.983433042463226
2022-08-10,16.487574781847417
2022-08-11,12.365681086385562
2022-08-12,13.357594148122505
2022-08-13,19.247362277758544
2022-08-14,25.237605041652245
2022-08-15,27.896953781239183
2022-08-16,28.02271533592939
2022-08-17,29.194119835280375
2022-08-18,28.58308987646028
2022-08-19,27.187317407345212
2022-08-20,28.14048805550891
2022-08-21,28.657449374965015
2022-08-22,27.888920364557094
2022-08-23,20.916690273417817
2022-08-30,15.687517705063362
2022-08-31,11.76563827879752
2022-09-01,8.824228709098138
2022-09-02,9.84733819849027
2022-09-03,11.885503648867703
2022-09-04,15.955794403317444
2022-09-05,16.800179135821416
2022-09-06,12.600134351866062
2022-09-13,13.825100763899547
2022-09-14,12.629242239591328
2022-09-15,13.576098346360162
2022-09-16,12.952907093103455
2022-09-17,12.891763653160925
2022-09-18,13.481322739870695
2022-09-19,12.225575388236356
2022-09-20,11.829181541177267
2022-09-21,12.517719489216285
2022-09-22,13.263289616912214
2022-09-23,14.124550546017495
2022-09-24,13.718412909513122
2022-09-25,15.174226348801508
2022-09-26,14.578586428267798
2022-09-27,14.203939821200848
2022-09-28,12.58003819923397
2022-09-29,12.018361982758812
2022-09-30,12.367938153735775
2022-10-01,13.140536948635166
2022-10-02,13.20956937814304
2022-10-03,11.678010366940613
2022-10-04,16.758507775205462
2022-10-25,16.506380831404098
2022-10-26,15.858952290219738
2022-10-27,16.008797550998136
2022-10-28,17.496181496581933
2022-10-29,17.851302789103116
2022-10-30,16.950977091827337
2022-10-31,16.546566152203834
2022-11-01,14.959924614152875
2022-11-02,12.636610127281322
2022-11-03,10.72745759546099
2022-11-04,10.795593196595743
2022-11-05,11.971694897446806
2022-11-06,11.093354506418438
2022-11-07,10.361682546480493
2022-11-08,10.701261909860369
2022-11-09,12.400946432395278
2022-11-10,11.863209824296458
2022-11-11,12.59532403488901
2022-11-12,11.99857635950009
2022-11-13,11.936432269625067
2022-11-14,11.410657535552133
2022-11-15,9.6979931516641
2022-11-16,8.398494863748075
2022-11-17,8.465537814477722
2022-11-18,7.880403360858291
2022-11-19,7.493635853977051
2022-11-20,7.661893557149455
2022-11-21,6.329753501195424
2022-11-22,5.4473151258965675
2022-11-23,4.939653011089092
2022-11-24,4.277656424983486
2022-11-25,4.218658985404281
2022-11-26,4.018160905719878
2022-11-27,3.5448706792899083
2022-11-28,4.325319676134098
2022-11-29,17.373989757100578
2022-11-30,27.915908984492102
2022-12-01,38.686931738369076
