date,Meteo
2021-06-01,17.333333333333332
2021-06-02,19.9047619047619
2021-06-03,19.063063063063062
2021-06-04,22.666666666666668
2021-06-05,27.323943661971832
2021-06-06,29.81051381051381
2021-06-07,31.355826348289543
2021-06-08,31.068060703688
2021-06-09,29.202648288453265
2021-06-10,26.841964480672754
2021-06-11,26.83971154060778
2021-06-12,23.85825877476862
2021-06-13,21.792534797834676
2021-06-14,20.562059893837958
2021-06-15,21.534540628762766
2021-06-16,22.146623463730467
2021-06-17,22.812892573932526
2021-06-18,23.81322568521457
2021-06-19,26.15105426377695
2021-06-20,30.575237386839262
2021-06-21,30.639915203761685
2021-06-22,33.10433244684965
2021-06-23,35.14347741550419
2021-06-24,36.08772217525061
2021-06-25,35.31521028266683
2021-06-26,33.33945924978072
2021-06-27,31.94150267435549
2021-06-28,31.9561316501632
2021-06-29,33.14738238568409
2021-06-30,33.26680811655971
2021-07-01,32.05411032950728
2021-07-02,29.394482247704797
2021-07-03,22.04530800399373
2021-07-04,16.533669570679493
2021-07-05,12.400077003106347
2021-07-06,13.200083179546331
2021-07-07,16.19180036737662
2021-07-08,22.19604095492233
2021-07-09,21.532438484758742
2021-07-10,21.84724869615143
2021-07-11,21.489600491240516
2021-07-12,23.117209575536908
2021-07-13,17.807884656194688
2021-07-14,13.355899326078287
2021-07-15,10.01691652616041
2021-07-16,12.002274281458329
2021-07-17,18.293380822891972
2021-07-18,22.376289727817394
2021-07-19,22.855134324103133
2021-07-20,17.41134766014307
2021-07-21,13.058508896277157
2021-07-22,9.79388063224117
2021-07-23,9.157910322236791
2021-07-24,14.160100304675236
2021-07-25,19.203409239614004
2021-07-26,23.152557327757336
2021-07-27,17.684417582454984
2021-07-28,13.263312936181794
2021-07-29,9.947484561140413
2021-07-30,10.908530118171221
2021-07-31,19.09806445117787
2021-08-01,24.750631773118165
2021-08-02,25.70880717606349
2021-08-03,19.63160532072446
2021-08-04,14.723703953400262
2021-08-05,11.042777944157214
2021-08-06,11.230000125581583
2021-08-07,18.630833451148586
2021-08-08,21.212708427877246
2021-08-09,20.76369798676821
2021-08-10,18.83277348747531
2021-08-11,17.54124678096844
2021-08-12,17.291351752203663
2021-08-13,18.228930481352187
2021-08-14,18.734197861229475
2021-08-15,20.363148396442778
2021-08-16,24.00152796487097
2021-08-17,24.511145973744856
2021-08-18,23.58127614684992
2021-08-19,24.081790443521392
2021-08-20,21.89467616580848
2021-08-21,16.421007124044973
2021-08-22,12.315755342858573
2021-08-23,9.236816507045406
2021-08-24,11.517612380338793
2021-08-25,16.138209285337265
2021-08-26,17.77032363069165
2021-08-27,21.7964927230595
2021-08-28,24.180702875646062
2021-08-29,22.79177715672664
2021-08-30,21.95841620087475
2021-08-31,24.90881215066552
2021-09-01,24.712859112998668
2021-09-02,24.70131100141565
2021-09-03,23.00514991772611
2021-09-04,17.253862438288756
2021-09-05,12.940396828713286
2021-09-06,9.70529762153312
2021-09-07,7.2789732161488025
2021-09-08,5.4592299121110175
2021-09-09,4.094422434082935
2021-09-10,4.831233492229001
2021-09-11,9.519258452505717
2021-09-12,11.087360506046112
2021-09-13,13.15927037953474
2021-09-14,10.179452784650886
2021-09-15,7.634589588488055
2021-09-16,5.72594219136598
2021-09-17,7.211123310191188
2021-09-18,14.929175815976865
2021-09-19,20.634381861982728
2021-09-20,22.017453063153727
2021-09-21,22.6830897973653
2021-09-22,21.491484014690638
2021-09-23,20.743613011017974
2021-09-24,20.29729309159681
2021-09-25,21.587553152030946
2021-09-26,24.805248197356548
2021-09-27,23.874769481350743
2021-09-28,18.13607711101305
2021-09-29,13.602057833259785
2021-09-30,10.201543374944837
2021-10-01,9.411574197875293
2021-10-02,13.142013981739803
2021-10-03,17.49192715297152
2021-10-04,20.931445364728642
2021-10-05,16.62858402354648
2021-10-06,12.47143801765986
2021-10-07,9.353578513244894
2021-10-08,9.411017218267004
2021-10-09,14.808262913700254
2021-10-10,17.57494718527519
2021-10-11,18.52496038895639
2021-10-12,20.92372029171729
2021-10-13,22.536540218787966
2021-10-14,23.808655164090972
2021-10-15,24.2419080397349
2021-10-16,23.86893102980117
2021-10-17,24.203781605684213
2021-10-18,25.350752870929828
2021-10-19,23.31306465319737
2021-10-20,22.724381823231358
2021-10-21,23.803703034090184
2021-10-22,22.217360608900968
2021-10-23,21.058853790009056
2021-10-24,20.273307009173458
2021-10-25,20.37164692354676
2021-10-26,21.298735192660068
2021-10-27,21.77613472782838
2021-10-28,23.082101045871283
2021-10-29,25.801159117736802
2021-10-30,29.496702671635937
2021-10-31,30.945443670393622
2021-11-01,32.792416086128554
2021-11-02,25.754312064596416
2021-11-03,19.31573404844731
2021-11-04,14.486800536335483
2021-11-05,10.865100402251612
2021-11-06,8.148825301688708
2021-11-07,6.111618976266531
2021-11-08,4.583714232199897
2021-11-09,8.017785674149923
2021-11-10,11.513339255612442
2021-11-11,14.010004441709333
2021-11-12,15.695003331281999
2021-11-13,18.781669165128168
2021-11-14,21.59666854051279
2021-11-15,23.124584738717925
2021-11-16,17.753438554038443
2021-11-17,13.315078915528831
2021-11-18,10.152975853313288
2021-11-19,9.281398556651633
2021-11-20,11.981882250822057
2021-11-21,14.882245021449876
2021-11-22,17.83876709942074
2021-11-23,18.859075324565556
2021-11-24,19.7276398267575
2021-11-25,22.77489653673479
2021-11-26,23.872839069217758
2021-11-27,25.25879596857999
2021-11-28,26.63159697643499
2021-11-29,25.879947732326244
2021-11-30,22.40996079924468
2021-12-01,16.807470599433508
2021-12-02,12.60560294957513
2021-12-03,9.454202212181347
2021-12-04,7.09065165913601
2021-12-05,5.317988744352006
2021-12-06,3.9884915582640046
2021-12-07,2.991368668698003
2021-12-08,2.2435265015235024
2021-12-09,1.6826448761426267
2021-12-10,1.2619836571069698
2021-12-11,0.9464877428302273
2021-12-12,0.7098658071226703
2021-12-13,0.5323993553420027
2021-12-14,0.399299516506502
2021-12-15,0.29947463737987645
2021-12-16,0.22460597803490734
2021-12-17,0.16845448352618048
2021-12-18,0.12634086264463534
2021-12-19,0.09475564698347651
2021-12-20,0.07106673523760737
2021-12-21,5.834550051428207
2021-12-22,9.855079205237823
2021-12-23,14.141309403928368
2021-12-24,17.50181538627961
2021-12-25,20.136778206376373
2021-12-26,22.71716698811561
2021-12-27,25.03787524108671
2021-12-28,22.66840643081503
2021-12-29,20.3033881564446
2021-12-30,18.00879111733345
2021-12-31,16.100343338000084
2022-01-01,16.32525750350006
2022-01-02,17.431443127625048
2022-01-03,17.698582345718787
2022-01-04,20.51393675928909
2022-01-05,23.364619236133485
2022-01-06,23.054714427100112
2022-01-07,21.499369153658414
2022-01-08,21.31202686524381
2022-01-09,22.61943681559952
2022-01-10,21.07916094503297
2022-01-11,18.809370708774726
2022-01-12,14.107028031581043
2022-01-13,10.58027102368578
2022-01-14,7.935203267764335
2022-01-15,5.951402450823251
2022-01-16,4.4635518381174375
2022-01-17,3.347663878588078
2022-01-18,7.57324790894106
2022-01-19,12.086185931705796
2022-01-20,16.67922278211268
2022-01-21,19.332333753251177
2022-01-22,20.999250314938383
2022-01-23,21.280687736203785
2022-01-24,20.79384913548617
2022-01-25,15.845386851614625
2022-01-26,11.884040138710967
2022-01-27,8.913030104033224
2022-01-28,9.111855911358251
2022-01-29,14.17764193351869
2022-01-30,18.508231450139018
2022-01-31,21.64159025427093
2022-02-01,21.731192690703196
2022-02-02,16.298394518027397
2022-02-03,12.223795888520547
2022-02-04,9.16784691639041
2022-02-05,6.875885187292807
2022-02-06,5.156913890469605
2022-02-07,3.8676854178522033
2022-02-08,2.9007640633891523
2022-02-09,2.175573047541864
2022-02-10,1.631679785656398
2022-02-11,1.2237598392422984
2022-02-12,0.9178198794317237
2022-02-13,0.6883649095737927
2022-02-14,0.5162736821803445
2022-02-15,0.38720526163525837
2022-02-16,0.2904039462264437
2022-02-17,0.2178029596698328
2022-02-18,0.16335221975237457
2022-02-19,0.12251416481428092
2022-02-20,0.09188562361071068
2022-02-21,0.06891421770803301
2022-02-22,0.05168566328102475
2022-02-23,0.03876424746076856
2022-02-24,0.029073185595576416
2022-02-25,0.02180488919668231
2022-02-26,0.01635366689751173
2022-02-27,0.012265250173133797
2022-02-28,0.009198937629850346
2022-03-01,0.00689920322238776
2022-03-02,0.005174402416790819
2022-03-03,0.0038808018125931136
2022-03-04,2.836243934692779
2022-03-05,10.523016284352918
2022-03-06,14.308928879931358
2022-03-07,16.960863326615186
2022-03-08,21.46064749496139
2022-03-09,22.960068954554373
2022-03-10,24.563801715915783
2022-03-11,23.183267953603504
2022-03-12,17.38745096520263
2022-03-13,13.04058822390197
2022-03-14,9.780441167926476
2022-03-15,7.335330875944857
2022-03-16,5.501498156958642
2022-03-17,4.1261236177189815
2022-03-18,6.61542604662257
2022-03-19,13.284486201633595
2022-03-20,17.900864651225195
2022-03-21,20.363148488418897
2022-03-22,22.70236136631417
2022-03-23,25.203854358068966
2022-03-24,27.121640768551725
2022-03-25,24.89331390974713
2022-03-26,18.669985432310344
2022-03-27,14.002489074232757
2022-03-28,10.501866805674567
2022-03-29,13.376400104255925
2022-03-30,16.698966744858613
2022-03-31,19.003391725310625
2022-04-01,21.6171271273163
2022-04-02,22.483678678820556
2022-04-03,21.737759009115415
2022-04-04,20.719985923503227
2022-04-05,21.96998944262742
2022-04-06,23.352492081970563
2022-04-07,25.535202394811257
2022-04-08,28.03681846277511
2022-04-09,31.069280513747998
2022-04-10,29.72904371864433
2022-04-11,29.088449455649915
2022-04-12,29.05633709173744
2022-04-13,28.750586152136414
2022-04-14,27.990022947435644
2022-04-15,29.0966838772434
2022-04-16,31.812096241265884
2022-04-17,32.74448884761608
2022-04-18,32.9541999690454
2022-04-19,24.985649976784046
2022-04-20,18.73923748258803
2022-04-21,14.054428111941023
2022-04-22,13.457487750622434
2022-04-23,19.44728247963349
2022-04-24,23.158378526391783
2022-04-25,25.51461722812717
2022-04-26,24.63596292109538
2022-04-27,18.476972190821535
2022-04-28,13.857729143116151
2022-04-29,10.393296857337113
2022-04-30,7.794972643002834
2022-05-01,5.846229482252125
2022-05-02,4.384672111689093
2022-05-03,9.330170750433487
2022-05-04,14.04971139615845
2022-05-05,18.21436688045217
2022-05-06,20.02535849367246
2022-05-07,15.019018870254344
2022-05-08,11.264264152690757
2022-05-09,8.448198114518068
2022-05-10,12.926148585888551
2022-05-11,15.819611439416414
2022-05-12,18.81262524622898
2022-05-13,19.578218934671735
2022-05-14,14.6836642010038
2022-05-15,11.012748150752849
2022-05-16,8.259561113064636
2022-05-17,6.194670834798477
2022-05-18,4.646003126098857
2022-05-19,3.4845023445741425
2022-05-20,4.092543425097274
2022-05-21,6.986074235489623
2022-05-22,11.437472343283885
2022-05-23,16.098937590796247
2022-05-24,12.524203193097184
2022-05-25,9.393152394822888
2022-05-26,7.044864296117166
2022-05-27,8.179481555421209
2022-05-28,17.082527833232575
2022-05-29,22.03064587492443
2022-05-30,23.50215107285999
2022-05-31,23.72661330464499
2022-06-01,22.60745997848374
2022-06-02,22.882678317196135
2022-06-03,25.318258737897104
2022-06-04,24.88452738675616
2022-06-05,26.94464554006712
2022-06-06,25.93765082171701
2022-06-07,26.70323811628776
2022-06-08,24.91284525388249
2022-06-09,22.6117172737452
2022-06-10,18.6775379553089
2022-06-11,14.008153466481675
2022-06-12,10.506115099861255
2022-06-13,7.87958632489594
2022-06-14,5.909689743671954
2022-06-15,4.432267307753966
2022-06-16,3.3242004808154744
2022-06-17,6.003567027278273
2022-06-18,13.450591937125374
2022-06-19,18.890027286177364
2022-06-20,24.82377046463303
2022-06-21,19.07782784847477
2022-06-22,14.308370886356077
2022-06-23,10.731278164767057
2022-06-24,13.15262529024196
2022-06-25,17.49988563434814
2022-06-26,21.52074755909444
2022-06-27,26.64056066932083
2022-06-28,29.430420501990625
2022-06-29,27.07281537649297
2022-06-30,24.60669486570306
2022-07-01,23.09043781594396
2022-07-02,20.817828361957968
2022-07-03,20.62378793813514
2022-07-04,23.624090953601357
2022-07-05,27.21806821520102
2022-07-06,20.41355116140076
2022-07-07,15.31016337105057
2022-07-08,11.482622528287925
2022-07-09,8.611966896215943
2022-07-10,6.458975172161957
2022-07-11,4.844231379121467
2022-07-12,3.6331735343411005
2022-07-13,2.724880150755825
2022-07-14,2.0436601130668683
2022-07-15,1.5327450848001511
2022-07-16,1.1495588136001131
2022-07-17,0.8621691102000848
2022-07-18,0.6466268326500635
2022-07-19,0.6724701244875476
2022-07-20,0.5043525933656606
2022-07-21,0.37826444502424544
2022-07-22,3.971198333768185
2022-07-23,13.884648750326141
2022-07-24,19.017653229411273
2022-07-25,26.336156588725125
2022-07-26,26.502117441543845
2022-07-27,19.87658808115788
2022-07-28,14.90744106086841
2022-07-29,11.180580795651306
2022-07-30,8.385435596738478
2022-07-31,6.289076697553859
2022-08-01,4.716807523165394
2022-08-02,3.537605642374045
2022-08-03,2.6532042317805336
2022-08-04,1.9899031738354
2022-08-05,1.4924273803765498
2022-08-06,1.1193205352824123
2022-08-07,0.8394904014618092
2022-08-08,0.6296178010963568
2022-08-09,0.47221335082226756
2022-08-10,0.35416001311670064
2022-08-11,0.2656200098375255
2022-08-12,5.292965007378145
2022-08-13,13.125973755533611
2022-08-14,20.198646983316873
2022-08-15,26.721901904154322
2022-08-16,25.80142642811574
2022-08-17,26.986486487753474
2022-08-18,29.646114865815107
2022-08-19,29.98458614936133
2022-08-20,26.332189612020997
2022-08-21,23.009558875682412
2022-08-22,20.24675249009514
2022-08-23,16.935064367571353
2022-08-24,12.701298275678514
2022-08-25,9.525973706758885
2022-08-26,7.144480280069163
2022-08-27,5.358360210051871
2022-08-28,4.018770157538903
2022-08-29,3.014077618154177
2022-08-30,2.2605582136156324
2022-08-31,1.6954186602117243
2022-09-01,1.2715639951587931
2022-09-02,0.9536729963690947
2022-09-03,0.7152547472768209
2022-09-04,0.5364410604576156
2022-09-05,0.4023307953432117
2022-09-06,5.218414763174077
2022-09-07,10.861727739047225
2022-09-08,15.20879580428542
2022-09-09,18.646180186547397
2022-09-10,17.984635139910548
2022-09-11,16.717643021599578
2022-09-12,15.684065599533017
2022-09-13,16.013049199649764
2022-09-14,12.009786899737323
2022-09-15,9.00734017480299
2022-09-16,6.755505131102243
2022-09-17,5.0666288483266815
2022-09-18,3.7999716362450107
2022-09-19,2.8499787271837578
2022-09-20,6.324984045387819
2022-09-21,10.597904700707533
2022-09-22,12.708845192197318
2022-09-23,15.510800560814655
2022-09-24,19.518517087277658
2022-09-25,20.39930448212491
2022-09-26,19.424478361593682
2022-09-27,17.06835877119526
2022-09-28,12.801269078396444
2022-09-29,9.600951808797332
2022-09-30,7.200713856597998
2022-10-01,5.400535392448498
2022-10-02,4.050401544336373
2022-10-03,3.0378011582522797
2022-10-04,5.861684202022544
2022-10-05,7.958763151516909
2022-10-06,9.59407236363768
2022-10-07,11.28930427272826
2022-10-08,14.383644871212862
2022-10-09,18.016900320076314
2022-10-10,19.408508573390566
2022-10-11,20.726381430042924
2022-10-12,21.159369405865526
2022-10-13,22.265360387732475
2022-10-14,22.594853624132686
2022-10-15,22.91489021809951
2022-10-16,23.082000996907965
2022-10-17,22.561500747680974
2022-10-18,20.31112556076073
2022-10-19,19.12917750390388
2022-10-20,19.659383127927907
2022-10-21,22.35912067927926
2022-10-22,24.00892384279278
2022-10-23,24.798359548761255
2022-10-24,25.25501966157094
2022-10-25,25.211264746178205
2022-10-26,23.82511522630032
2022-10-27,22.275086419725238
2022-10-28,20.768814814793927
2022-10-29,20.034944444428778
2022-10-30,19.36995833332158
2022-10-31,21.06913541665785
2022-11-01,21.131851562493384
2022-11-02,20.24472200520337
2022-11-03,21.02729150390253
2022-11-04,21.395468627926896
2022-11-05,19.348684804278502
2022-11-06,17.469846936542208
2022-11-07,16.185718535739987
2022-11-08,16.85928890180499
2022-11-09,18.42571667635374
2022-11-10,18.975537507265305
2022-11-11,18.15873646378231
2022-11-12,17.5357190145034
2022-11-13,17.77678926087755
2022-11-14,20.15550861232483
2022-11-15,22.08663145924362
2022-11-16,22.992056927766047
2022-11-17,22.514876029157865
2022-11-18,22.167407021868396
2022-11-19,21.010971933067964
2022-11-20,20.372812283134305
2022-11-21,22.196275879017396
2022-11-22,22.877206909263045
2022-11-23,20.26207184861395
2022-11-24,17.88405388646046
2022-11-25,16.288040414845344
2022-11-26,15.070196977800673
2022-11-27,14.313064400017172
2022-11-28,14.495214966679546
2022-11-29,16.32141122500966
2022-11-30,17.303558418757245
2022-12-01,16.227668814067933
