date,Previsioni del tempo
2021-06-01,1.25
2021-06-02,4.583333333333333
2021-06-03,3.934684684684685
2021-06-04,4.034761904761904
2021-06-05,3.8867904396073407
2021-06-06,4.111300861300862
2021-06-07,3.418016717146816
2021-06-08,2.7462611275964397
2021-06-09,2.1728948160735135
2021-06-10,1.7849053975620006
2021-06-11,4.505674431776836
2021-06-12,5.838129816316346
2021-06-13,4.823236268266003
2021-06-14,4.942468338698685
2021-06-15,3.87255348864108
2021-06-16,4.504498849372322
2021-06-17,3.5902517905090576
2021-06-18,3.5570851925503795
2021-06-19,2.915099397053711
2021-06-20,2.946841876587017
2021-06-21,3.336057120461405
2021-06-22,3.572464545498465
2021-06-23,2.8763337537044853
2021-06-24,2.5631861056597294
2021-06-25,3.4126121425854135
2021-06-26,2.9341890813303233
2021-06-27,4.430441849982865
2021-06-28,3.614238926644388
2021-06-29,3.400628332281393
2021-06-30,2.748271416616175
2021-07-01,3.20709834949999
2021-07-02,3.0407237160561515
2021-07-03,2.280485511213262
2021-07-04,1.710331917172197
2021-07-05,1.2827308168427454
2021-07-06,1.052040780431772
2021-07-07,2.611984437664537
2021-07-08,2.292315946429015
2021-07-09,2.06298388475855
2021-07-10,2.036820983792804
2021-07-11,3.163040898956136
2021-07-12,2.4451932801424308
2021-07-13,2.503895209156911
2021-07-14,1.8779194150337397
2021-07-15,1.4084384408707913
2021-07-16,1.3688287597574642
2021-07-17,2.3807895949329696
2021-07-18,3.0147595011435273
2021-07-19,2.4277358492653693
2021-07-20,3.36080241536483
2021-07-21,2.5206014546556226
2021-07-22,1.8904508902535169
2021-07-23,1.8865881667672675
2021-07-24,3.258691370939484
2021-07-25,3.391935212778024
2021-07-26,3.200201390258074
2021-07-27,2.4001509822138924
2021-07-28,1.8001132026406101
2021-07-29,1.3500848828443155
2021-07-30,1.2104803243476958
2021-07-31,1.56411025171913
2021-08-01,2.537666039587302
2021-08-02,2.2574161925865908
2021-08-03,1.6930621387452214
2021-08-04,1.2697966008556352
2021-08-05,0.9523474488398809
2021-08-06,0.7142605856163726
2021-08-07,1.80652877603296
2021-08-08,1.6153132482335082
2021-08-09,1.3573182690451246
2021-08-10,2.6879887035761825
2021-08-11,2.9639081946275394
2021-08-12,3.95209781338603
2021-08-13,3.870323359993055
2021-08-14,4.486075853590547
2021-08-15,7.395806891122966
2021-08-16,6.88018850155195
2021-08-17,6.360141376070461
2021-08-18,4.9992726985360045
2021-08-19,4.593204523860936
2021-08-20,3.559486726150627
2021-08-21,2.6696150445623466
2021-08-22,2.0022112833932844
2021-08-23,1.5016584625289457
2021-08-24,2.1762438469128993
2021-08-25,1.6321828851748814
2021-08-26,1.2658038305428816
2021-08-27,0.9493528729039571
2021-08-28,0.7120146546761655
2021-08-29,0.5340109910061104
2021-08-30,0.4525915765875683
2021-08-31,3.039443682448964
2021-09-01,3.5295827618379008
2021-09-02,2.886770404710601
2021-09-03,2.206744470198698
2021-09-04,1.6550583526484641
2021-09-05,1.2412937644860336
2021-09-06,0.9309703233643482
2021-09-07,0.6982277425231617
2021-09-08,0.5236708068923153
2021-09-09,0.3927531051692049
2021-09-10,0.29456482887688595
2021-09-11,0.2209236216576545
2021-09-12,0.16569271624323528
2021-09-13,0.12426953718242331
2021-09-14,0.09320215288681571
2021-09-15,0.06990161466511079
2021-09-16,0.052426210998832525
2021-09-17,1.5497363249158274
2021-09-18,1.766468910353541
2021-09-19,2.3456850160984968
2021-09-20,2.9571804287405454
2021-09-21,2.767885321555408
2021-09-22,2.5967473244998884
2021-09-23,2.1350604933749144
2021-09-24,2.392962036697853
2021-09-25,3.200971527523392
2021-09-26,3.192395312309211
2021-09-27,2.998463150898574
2021-09-28,2.24884736317393
2021-09-29,1.6866355223804472
2021-09-30,1.2649766417853352
2021-10-01,1.2924824813390015
2021-10-02,2.271445194337585
2021-10-03,3.109833895753189
2021-10-04,3.7490420884815583
2021-10-05,2.8117815663611685
2021-10-06,2.108836174770876
2021-10-07,1.5816271310781571
2021-10-08,2.1341370149752845
2021-10-09,1.9443527612314633
2021-10-10,1.6145145709235975
2021-10-11,3.710885928192699
2021-10-12,3.1131644461445243
2021-10-13,4.03279000127506
2021-10-14,4.337092500956295
2021-10-15,4.8153193757172215
2021-10-16,4.0489895317879165
2021-10-17,5.911742148840937
2021-10-18,4.621306611630702
2021-10-19,3.6559799587230266
2021-10-20,4.325318302375603
2021-10-21,3.4002387267817022
2021-10-22,3.800179045086277
2021-10-23,5.110550950481374
2021-10-24,4.614163212861031
2021-10-25,4.127289076312439
2021-10-26,3.095466807234329
2021-10-27,2.3216001054257465
2021-10-28,1.7412000790693098
2021-10-29,1.3059000593019823
2021-10-30,0.9794250444764866
2021-10-31,0.7345687833573649
2021-11-01,0.5509265875180236
2021-11-02,0.4131949406385177
2021-11-03,0.30989620547888824
2021-11-04,0.23242215410916617
2021-11-05,0.1743166155818746
2021-11-06,0.13073746168640596
2021-11-07,0.09805309626480446
2021-11-08,0.07353982219860333
2021-11-09,0.7739048666489527
2021-11-10,1.2991786499867146
2021-11-11,2.755633987490036
2021-11-12,2.5563088239508605
2021-11-13,2.7609816179631452
2021-11-14,2.279069546805692
2021-11-15,2.0009688267709356
2021-11-16,1.5007266200782017
2021-11-17,1.125544965058651
2021-11-18,0.8441587237939883
2021-11-19,1.2581190428454911
2021-11-20,2.4956726154674516
2021-11-21,2.5280044616005886
2021-11-22,3.2189200128671085
2021-11-23,2.4141900096503313
2021-11-24,1.8106425072377483
2021-11-25,1.357981880428311
2021-11-26,1.0184864103212332
2021-11-27,0.7638648077409249
2021-11-28,0.5728986058056936
2021-11-29,0.4296739543542702
2021-11-30,1.0410054657657029
2021-12-01,2.134920765990944
2021-12-02,1.788690574493208
2021-12-03,2.935267930869906
2021-12-04,2.2014509481524294
2021-12-05,1.651088211114322
2021-12-06,1.2383161583357414
2021-12-07,0.928737118751806
2021-12-08,0.6965528390638543
2021-12-09,0.5224146292978907
2021-12-10,0.391810971973418
2021-12-11,0.8980248956467303
2021-12-12,0.7776853384017144
2021-12-13,3.6145140038012866
2021-12-14,2.8608855028509645
2021-12-15,2.364414127138223
2021-12-16,3.4920605953536676
2021-12-17,2.754462113181917
2021-12-18,3.2429299182197715
2021-12-19,2.9321974386648284
2021-12-20,2.5845647456652876
2021-12-21,3.458423559248966
2021-12-22,4.177151002770058
2021-12-23,3.1641132520775437
2021-12-24,3.612668272391491
2021-12-25,2.9803345376269514
2021-12-26,3.308167569886881
2021-12-27,3.106125677415161
2021-12-28,3.7595942580613704
2021-12-29,4.017612360212695
2021-12-30,3.0757092701595212
2021-12-31,3.890115285952974
2022-01-01,3.5425864644647307
2022-01-02,4.302773181681881
2022-01-03,4.174996552928078
2022-01-04,4.371247414696058
2022-01-05,3.736768894355377
2022-01-06,3.2088266707665327
2022-01-07,2.5837033364082327
2022-01-08,2.7398608356395076
2022-01-09,3.169478960062964
2022-01-10,2.637525886713889
2022-01-11,2.2981444150354164
2022-01-12,2.827774977943229
2022-01-13,3.1416645667907552
2022-01-14,2.918748425093066
2022-01-15,2.189061318819799
2022-01-16,1.6417959891148493
2022-01-17,1.2313469918361368
2022-01-18,1.4735102438771026
2022-01-19,2.292632682907827
2022-01-20,1.8653078455142034
2022-01-21,3.1906475508023195
2022-01-22,3.2679856631017397
2022-01-23,3.565572580659638
2022-01-24,3.4658461021613953
2022-01-25,2.599384576621046
2022-01-26,1.9495384324657845
2022-01-27,1.4621538243493382
2022-01-28,1.3257820349286702
2022-01-29,2.525586526196503
2022-01-30,3.1025232279807105
2022-01-31,3.0039757543188665
2022-02-01,2.2529818157391497
2022-02-02,1.6897363618043622
2022-02-03,1.2673022713532716
2022-02-04,1.4192267035149537
2022-02-05,2.012336694302882
2022-02-06,2.3009191873938284
2022-02-07,3.0381893905453716
2022-02-08,3.878642042909029
2022-02-09,2.9089815321817714
2022-02-10,2.1817361491363285
2022-02-11,1.6363021118522463
2022-02-12,2.8522265838891845
2022-02-13,2.3475032712502215
2022-02-14,2.885627453437666
2022-02-15,3.2242205900782497
2022-02-16,2.824415442558687
2022-02-17,2.4412282485856815
2022-02-18,1.841337853105928
2022-02-19,1.3810033898294458
2022-02-20,1.0357525423720844
2022-02-21,0.7768144067790632
2022-02-22,0.5826108050842973
2022-02-23,0.436958103813223
2022-02-24,0.3277185778599172
2022-02-25,0.24578893339493788
2022-02-26,0.18434170004620337
2022-02-27,0.13825627503465251
2022-02-28,0.10369220627598938
2022-03-01,0.07776915470699203
2022-03-02,0.05832686603024402
2022-03-03,0.04374514952268301
2022-03-04,0.26197552880867897
2022-03-05,0.9985649799398427
2022-03-06,1.3322570682882156
2022-03-07,2.7804428012161617
2022-03-08,2.085332100912121
2022-03-09,1.5639990756840907
2022-03-10,1.172999306763068
2022-03-11,0.8797494800723009
2022-03-12,0.6598121100542256
2022-03-13,0.4948590825406691
2022-03-14,0.3711443119055018
2022-03-15,0.27835823392912634
2022-03-16,0.20876867544684474
2022-03-17,0.15657650658513353
2022-03-18,0.3465990466055168
2022-03-19,2.3641159516208043
2022-03-20,2.6376702970489365
2022-03-21,2.0720027227867024
2022-03-22,1.5540020420900267
2022-03-23,1.16550153156752
2022-03-24,0.8741261486756399
2022-03-25,0.6555946115067298
2022-03-26,0.49169595863004734
2022-03-27,0.36877196897253545
2022-03-28,0.27657897672940157
2022-03-29,0.20743423254705118
2022-03-30,0.15557567441028836
2022-03-31,0.11668175580771627
2022-04-01,0.08751131685578718
2022-04-02,0.06563348764184038
2022-04-03,0.04922511573138028
2022-04-04,0.03691883679853521
2022-04-05,0.027689127598901405
2022-04-06,0.02076684569917605
2022-04-07,0.015575134274382035
2022-04-08,0.011681350705786525
2022-04-09,0.008761013029339893
2022-04-10,0.00657075977200492
2022-04-11,0.00492806982900369
2022-04-12,0.003696052371752767
2022-04-13,0.0027720392788145747
2022-04-14,0.0020790294591109307
2022-04-15,0.001559272094333198
2022-04-16,0.0011694540707498982
2022-04-17,0.0008770905530624236
2022-04-18,0.0006578179147968176
2022-04-19,0.0004933634360976131
2022-04-20,0.0003700225770732098
2022-04-21,0.0002775169328049073
2022-04-22,0.2710414710329371
2022-04-23,1.3178644366080363
2022-04-24,1.5821483274560273
2022-04-25,2.832444578925354
2022-04-26,2.1243334341940154
2022-04-27,1.5932500756455115
2022-04-28,1.1949375567341334
2022-04-29,0.8962031675506
2022-04-30,0.6721523756629499
2022-05-01,0.5041142817472124
2022-05-02,0.3780857113104093
2022-05-03,1.6168976168161406
2022-05-04,3.4314232126121063
2022-05-05,5.208984076125746
2022-05-06,4.1254880570943095
2022-05-07,3.094116042820732
2022-05-08,2.3205870321155486
2022-05-09,1.7404402740866614
2022-05-10,1.595330205564996
2022-05-11,1.7798309875070806
2022-05-12,1.4598732406303103
2022-05-13,3.1678215971394
2022-05-14,2.37586619785455
2022-05-15,1.7818996483909124
2022-05-16,1.336424736293184
2022-05-17,1.0023185522198879
2022-05-18,0.7517389141649159
2022-05-19,0.5638041856236868
2022-05-20,0.5061864725510985
2022-05-21,0.5463065210799906
2022-05-22,1.2638965574766596
2022-05-23,2.343755751440828
2022-05-24,1.757816813580621
2022-05-25,1.3183626101854655
2022-05-26,0.9887719576390991
2022-05-27,1.0853289682293243
2022-05-28,1.4181633928386599
2022-05-29,2.542789211295662
2022-05-30,3.05292524180508
2022-05-31,20.789693931353813
2022-06-01,15.59227044851536
2022-06-02,11.694202836386518
2022-06-03,8.770652127289887
2022-06-04,6.577989095467415
2022-06-05,4.933491821600561
2022-06-06,3.7001188662004205
2022-06-07,3.514672482983649
2022-06-08,4.81308769557107
2022-06-09,3.6827324383449693
2022-06-10,3.2099659954253936
2022-06-11,2.407474496569045
2022-06-12,1.8056058724267838
2022-06-13,1.3542044043200876
2022-06-14,1.0156533032400656
2022-06-15,0.7617399774300492
2022-06-16,0.5713049830725369
2022-06-17,0.4284787373044026
2022-06-18,0.3213590529783019
2022-06-19,0.2410192897337264
2022-06-20,0.18076446730029477
2022-06-21,0.13557335047522107
2022-06-22,0.1016800128564158
2022-06-23,0.07626000964231185
2022-06-24,0.5155283405650672
2022-06-25,3.386646255423801
2022-06-26,3.008734691567851
2022-06-27,3.8294676853425553
2022-06-28,2.872100764006916
2022-06-29,2.154075573005187
2022-06-30,1.6155566797538903
2022-07-01,1.2116675098154175
2022-07-02,0.9087506323615631
2022-07-03,0.6815629742711722
2022-07-04,0.5111722307033791
2022-07-05,0.3833791730275343
2022-07-06,0.2875343797706507
2022-07-07,0.21565078482798802
2022-07-08,0.161738088620991
2022-07-09,0.12130356646574325
2022-07-10,0.09097767484930742
2022-07-11,0.06823325613698056
2022-07-12,2.207424942102736
2022-07-13,2.2597353732437186
2022-07-14,3.705218196599456
2022-07-15,4.164330314116259
2022-07-16,4.123247735587194
2022-07-17,4.457019135023729
2022-07-18,5.092764351267797
2022-07-19,3.8195732634508475
2022-07-20,2.8646799475881353
2022-07-21,2.148509960691101
2022-07-22,2.3092991371849925
2022-07-23,4.429891019555411
2022-07-24,3.874501597999892
2022-07-25,3.3954595318332523
2022-07-26,4.126594648874939
2022-07-27,3.886612653322871
2022-07-28,3.383709489992153
2022-07-29,3.933615450827448
2022-07-30,2.9502115881205855
2022-07-31,2.212658691090439
2022-08-01,1.659494018317829
2022-08-02,2.5346205137383717
2022-08-03,1.9426320519704454
2022-08-04,2.6340573723111675
2022-08-05,2.5692930292333753
2022-08-06,2.531136438591698
2022-08-07,2.398352328943773
2022-08-08,2.9966809133744965
2022-08-09,2.817510685030872
2022-08-10,2.1131330137731537
2022-08-11,1.5848497603298652
2022-08-12,1.3553039869140655
2022-08-13,1.235227990185549
2022-08-14,1.416004325972495
2022-08-15,2.6453365778127047
2022-08-16,4.814002433359529
2022-08-17,4.60008515835298
2022-08-18,4.200063868764734
2022-08-19,3.6812979015735503
2022-08-20,3.125556759513496
2022-08-21,2.8337509029684553
2022-08-22,2.541979843893008
2022-08-23,1.9064848829197558
2022-08-24,1.4298636621898166
2022-08-25,1.0723977466423624
2022-08-26,0.8042983099817718
2022-08-27,0.6032237324863288
2022-08-28,0.4524177993647466
2022-08-29,0.3393133495235599
2022-08-30,0.2544850121426699
2022-08-31,0.1908637591070024
2022-09-01,0.14314781933025178
2022-09-02,0.10736086449768883
2022-09-03,1.0388539817066003
2022-09-04,2.1853904862799505
2022-09-05,3.1286261980432966
2022-09-06,2.346469648532472
2022-09-07,1.759852236399354
2022-09-08,1.3198891772995154
2022-09-09,0.9899168829746364
2022-09-10,0.7424376622309772
2022-09-11,0.5568282466732328
2022-09-12,0.4176211850049246
2022-09-13,2.0840492220870273
2022-09-14,2.073453583231937
2022-09-15,2.357173520757286
2022-09-16,3.101213473901298
2022-09-17,2.8988267720926397
2022-09-18,2.309536745736146
2022-09-19,2.471735892635443
2022-09-20,1.9738019194765823
2022-09-21,3.3241014396074373
2022-09-22,2.701409413038911
2022-09-23,2.5468903931125166
2022-09-24,2.264334461501054
2022-09-25,2.958667512792457
2022-09-26,2.6669173012610092
2022-09-27,3.2201879759457572
2022-09-28,3.196390981959318
2022-09-29,3.0222932364694888
2022-09-30,2.5063032606854496
2022-10-01,2.4318107788474204
2022-10-02,2.323858084135565
2022-10-03,2.3887268964350072
2022-10-04,1.7915451723262554
2022-10-05,1.3436588792446913
2022-10-06,1.0077441594335184
2022-10-07,0.7558081195751387
2022-10-08,0.5668560896813539
2022-10-09,0.42514206726101544
2022-10-10,0.31885655044576156
2022-10-11,0.5933090795009879
2022-10-12,0.5699818096257409
2022-10-13,1.010819690552639
2022-10-14,2.2789481012478126
2022-10-15,2.625877742602526
2022-10-16,2.094408306951894
2022-10-17,3.7062228968805875
2022-10-18,2.98966717266044
2022-10-19,2.575583712828663
2022-10-20,4.108771117954832
2022-10-21,4.446161671799457
2022-10-22,4.449204587182926
2022-10-23,4.368153440387195
2022-10-24,4.057365080290396
2022-10-25,3.043023810217797
2022-10-26,2.2822678576633475
2022-10-27,1.7117008932475106
2022-10-28,1.2837756699356329
2022-10-29,0.9628317524517246
2022-10-30,0.7221238143387934
2022-10-31,0.541592860754095
2022-11-01,0.6561946455655713
2022-11-02,2.356729317507512
2022-11-03,2.048796988130634
2022-11-04,1.7449310744313087
2022-11-05,1.5170316391568148
2022-11-06,1.356523729367611
2022-11-07,1.3507261303590414
2022-11-08,1.9830445977692812
2022-11-09,1.9768667816602943
2022-11-10,3.336816752911888
2022-11-11,2.898445898017249
2022-11-12,2.590501090179603
2022-11-13,2.4845424843013686
2022-11-14,2.6654901965593596
2022-11-15,2.72911764741952
2022-11-16,2.182254902231306
2022-11-17,1.8241911766734795
2022-11-18,2.4618933825051097
2022-11-19,1.8672533702121654
2022-11-20,1.900440027659124
2022-11-21,1.4982466874110096
2022-11-22,1.1236850155582572
2022-11-23,0.8427637616686928
2022-11-24,0.6320728212515195
2022-11-25,0.4740546159386396
2022-11-26,0.35554096195397966
2022-11-27,0.2666557214654847
2022-11-28,0.19999179109911353
2022-11-29,5.327077176657669
2022-11-30,7.807807882493252
2022-12-01,5.855855911869939
